id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000011454.15	12.03	12.60	16.00	11.86	20.19	5.75	7.40	6.38	9.20	3.89	6.11
ENSG00000011465.15	0.00	0.36	133.77	27.13	0.09	32.61	35.18	0.05	0.00	2.17	0.00
ENSG00000011478.10	11.22	8.24	26.19	10.85	10.41	23.19	12.75	11.04	18.34	11.18	18.77
ENSG00000011485.13	85.79	49.16	88.95	41.16	123.42	98.42	118.25	83.35	107.84	105.33	53.51
ENSG00000011523.12	3.68	5.86	2.06	5.25	5.68	5.76	3.46	2.65	2.42	4.59	6.69
ENSG00000011566.13	5.84	6.98	4.82	9.30	6.63	4.04	6.18	3.12	7.23	6.60	3.08
ENSG00000011638.9	21.32	53.89	13.02	23.76	7.84	9.17	15.14	33.21	5.92	19.34	25.59
ENSG00000011677.11	5.88	0.06	0.00	0.02	0.00	1.88	0.00	0.00	6.19	0.00	4.28
ENSG00000012048.18	18.54	5.97	7.48	7.96	10.20	30.65	13.22	7.43	17.88	18.82	19.52
ENSG00000012061.14	89.77	72.98	60.80	44.61	91.83	131.15	72.88	104.68	65.30	73.84	122.00
ENSG00000012124.13	1.74	3.06	0.31	5.41	1.11	8.34	1.03	2.55	4.42	0.59	1.36
ENSG00000012171.16	15.67	55.54	3.35	0.65	1.25	8.15	2.69	50.57	1.19	2.28	9.90
ENSG00000012174.10	7.40	4.67	16.42	8.71	9.15	3.47	5.78	5.84	8.26	0.93	12.71
ENSG00000012211.11	24.09	22.25	10.53	6.11	3.11	3.97	20.18	14.96	4.66	18.40	35.64
ENSG00000012223.11	0.00	0.00	0.18	0.26	0.00	0.00	1.87	0.15	0.00	0.73	0.05
ENSG00000012232.7	14.86	14.88	15.31	12.70	11.99	15.30	21.47	17.93	12.86	17.30	15.65
ENSG00000012660.12	29.42	43.43	71.88	69.51	72.08	53.88	37.81	36.49	47.94	48.76	85.33
ENSG00000012779.9	15.94	1.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.06
ENSG00000012822.14	18.19	104.82	11.45	11.85	12.76	10.95	26.89	35.09	9.27	8.75	45.56
ENSG00000012963.12	23.55	8.67	17.16	47.98	24.98	38.58	18.29	16.96	27.11	27.07	25.08
ENSG00000012983.10	14.40	15.55	9.90	21.07	24.01	23.43	13.57	13.88	24.22	15.74	20.82
ENSG00000013016.13	4.71	2.17	8.01	4.02	2.21	6.41	0.30	2.17	0.00	2.35	29.44
ENSG00000013275.6	119.21	60.19	117.27	49.28	127.00	226.46	99.24	137.25	111.59	163.97	132.50
ENSG00000013288.7	13.37	10.64	13.97	4.93	6.27	13.59	8.53	18.82	16.54	9.53	19.60
ENSG00000013306.14	171.33	180.24	140.67	60.04	163.77	104.54	189.34	251.94	186.83	284.38	228.39
ENSG00000013364.17	48.05	117.37	30.03	91.73	24.52	77.88	45.43	167.86	29.02	65.55	194.50
ENSG00000013374.14	22.74	20.07	16.23	85.65	34.20	33.29	31.54	19.74	30.42	25.98	75.47
ENSG00000013375.14	8.05	7.95	30.62	41.32	23.58	17.02	21.79	55.21	16.12	10.04	6.39
ENSG00000013392.7	0.31	0.58	1.31	1.60	0.64	0.50	0.78	1.16	1.13	0.16	0.52
ENSG00000013441.14	23.11	15.85	11.81	23.54	22.19	11.05	14.29	12.71	11.71	3.44	2.71
ENSG00000013503.8	2.18	3.62	3.73	4.70	7.18	5.51	5.77	3.74	6.02	4.68	2.67
ENSG00000013523.8	9.60	3.40	6.69	10.75	15.29	1.79	11.32	4.77	2.37	11.10	15.41
ENSG00000013561.16	22.63	40.20	39.35	37.88	41.37	27.43	45.15	31.41	31.59	12.13	23.28
ENSG00000013563.12	27.02	15.37	19.39	35.56	15.85	39.03	24.48	60.28	16.47	18.60	22.22
ENSG00000013573.15	91.11	21.02	38.39	69.84	56.17	61.57	66.57	27.21	92.99	23.02	73.94
ENSG00000013583.7	37.79	36.11	22.86	67.33	54.29	12.74	28.34	29.05	45.07	35.93	41.68
ENSG00000013588.5	301.11	230.05	10.08	0.60	19.96	10.74	91.75	575.11	54.92	121.81	38.46
ENSG00000013619.12	2.24	3.36	29.02	1.91	1.34	9.86	2.45	3.99	14.04	2.60	3.33
ENSG00000013810.17	72.52	32.69	47.17	39.16	52.87	72.37	53.75	21.39	104.71	63.75	49.22
ENSG00000014123.9	3.41	6.13	6.77	4.12	7.54	4.60	7.01	4.92	4.75	1.30	1.53
ENSG00000014138.7	33.67	3.73	35.19	68.96	27.50	45.33	25.43	16.58	16.12	15.74	7.68
ENSG00000014164.6	16.19	13.03	19.44	12.18	4.52	25.84	20.59	26.58	13.61	31.82	26.56
ENSG00000014216.14	314.86	356.02	56.42	79.51	40.34	50.32	219.40	222.63	62.88	181.23	50.16
ENSG00000014257.14	0.04	3.27	0.00	0.08	0.00	0.00	0.07	1.68	0.21	0.18	0.00
ENSG00000014641.16	132.79	102.45	78.94	92.76	147.94	63.42	108.12	76.39	163.67	101.05	65.86
ENSG00000014824.12	32.85	21.66	18.58	34.94	28.40	14.27	23.13	26.02	17.40	16.58	31.08
ENSG00000014914.18	7.28	7.11	9.72	13.07	5.44	4.66	16.69	16.71	70.35	13.80	53.89
ENSG00000014919.11	19.29	13.55	22.82	20.73	15.67	8.09	16.82	13.64	22.07	17.30	14.71
ENSG00000015133.17	3.16	9.82	2.51	5.82	0.97	0.63	8.35	2.90	6.46	8.57	6.59
ENSG00000015153.13	9.00	4.74	8.17	7.13	2.58	5.42	7.31	5.36	6.69	3.65	5.41
ENSG00000015171.17	17.47	14.22	30.86	29.41	50.74	15.86	20.04	14.96	24.26	6.59	17.87
ENSG00000015475.17	56.65	26.87	52.10	15.84	86.98	49.28	45.98	157.09	48.04	32.70	2.12
ENSG00000015479.16	72.78	58.73	129.08	159.71	139.74	81.99	89.80	62.84	128.11	55.79	11.77
ENSG00000015532.8	19.74	22.06	12.06	11.46	15.84	17.72	9.18	13.30	12.19	19.04	17.44
ENSG00000015568.11	2.70	0.45	0.86	1.42	2.39	1.19	1.01	3.72	0.53	3.59	3.66
ENSG00000015676.16	50.00	45.87	60.85	48.03	63.21	72.13	66.93	40.94	56.33	109.60	115.49
ENSG00000016082.13	5.77	0.98	0.00	0.00	0.06	0.00	0.21	1.03	0.51	0.75	1.07
ENSG00000016391.9	0.00	0.09	0.84	2.00	0.74	0.12	0.84	0.66	0.03	0.93	2.81
ENSG00000016402.11	0.74	0.13	0.00	0.00	0.07	0.00	5.12	0.25	0.11	0.41	0.00
ENSG00000016602.9	0.00	2.10	0.00	0.04	0.00	0.00	0.09	0.06	0.00	0.06	0.00
ENSG00000016864.15	33.41	34.93	39.76	60.56	18.85	26.21	35.99	24.09	34.10	7.18	19.77
ENSG00000017260.18	46.70	48.83	24.02	66.63	69.23	44.02	24.35	31.48	33.06	12.08	6.86
ENSG00000017483.13	0.54	0.38	0.00	0.32	43.44	0.29	0.11	0.21	0.04	0.33	0.87
ENSG00000017797.10	30.75	35.61	22.56	26.52	45.45	24.93	31.52	21.49	40.43	23.62	44.04
ENSG00000018189.11	5.29	10.75	5.65	4.56	10.88	3.53	4.84	4.98	4.53	3.01	11.59
ENSG00000018236.13	1.43	1.06	0.04	0.02	0.09	0.00	0.00	0.00	0.40	0.75	0.00
ENSG00000018280.15	0.39	0.04	0.01	0.25	0.49	0.12	0.10	1.50	0.36	0.80	0.16
ENSG00000018408.13	24.29	8.77	49.04	135.27	164.36	49.73	15.82	28.07	37.78	37.66	85.79
ENSG00000018510.11	6.76	4.27	6.16	12.48	15.12	11.67	6.05	5.64	10.24	3.22	23.91
ENSG00000018610.12	15.58	11.73	33.93	22.70	49.24	15.20	8.24	8.75	19.07	4.48	15.59
ENSG00000018625.13	0.04	0.14	0.00	1.51	0.00	0.31	0.00	0.43	0.05	0.00	0.02
ENSG00000018699.10	12.67	4.63	9.65	15.87	8.34	5.27	11.63	9.52	12.42	10.43	5.12
ENSG00000018869.15	0.00	0.44	1.76	0.91	2.38	0.36	0.00	2.69	0.00	0.00	0.41
ENSG00000019144.15	54.54	29.98	12.47	14.30	23.25	36.25	24.03	19.09	23.08	38.17	34.66
ENSG00000019169.10	0.00	5.98	0.00	0.00	0.00	0.00	0.64	3.17	0.00	1.17	0.06
ENSG00000019186.8	1.03	0.54	0.00	0.36	16.53	0.37	0.14	0.09	3.75	0.19	0.00
ENSG00000019485.11	3.46	5.25	8.50	1.30	1.44	4.32	2.77	1.69	6.76	2.01	6.18
ENSG00000019549.7	61.01	34.30	24.98	29.25	34.81	39.98	43.95	64.44	4.55	58.18	35.15
ENSG00000019582.13	6.28	0.00	0.00	7.13	0.62	0.19	0.68	1.18	0.39	0.59	1.74
ENSG00000019995.6	3.78	2.85	4.48	9.97	15.64	5.02	3.52	2.80	3.13	1.21	1.78
ENSG00000020129.14	25.35	20.15	36.65	11.78	13.33	91.88	16.10	25.89	20.17	25.87	95.77
ENSG00000020181.16	0.33	0.05	5.82	3.02	0.96	8.07	0.01	0.07	0.42	0.00	2.04
ENSG00000020256.18	37.51	11.60	16.79	11.83	20.18	13.37	16.29	13.07	6.48	29.79	16.16
ENSG00000020426.9	28.01	16.14	30.44	28.51	45.61	15.83	22.96	22.05	41.08	10.13	10.36
ENSG00000020577.12	20.55	9.38	17.72	2.23	16.44	24.19	7.90	8.56	21.36	11.03	30.03
ENSG00000020633.17	0.02	0.00	0.20	12.59	26.41	0.52	0.00	0.00	0.00	0.62	18.21
ENSG00000020922.11	5.89	5.90	8.28	9.71	27.87	6.18	12.06	4.61	8.97	1.17	1.19
ENSG00000021300.12	0.06	0.16	0.11	0.18	0.12	0.31	0.12	0.22	3.20	0.00	5.96
ENSG00000021355.11	0.02	7.85	0.02	0.14	13.85	6.18	13.70	110.97	15.74	19.31	0.08
ENSG00000021574.10	3.26	2.54	3.48	3.87	3.98	2.78	3.43	2.50	4.50	0.59	1.67
ENSG00000021645.16	1.62	0.89	5.78	0.12	0.00	1.00	0.00	0.00	0.02	0.00	0.33
ENSG00000021762.18	34.64	56.92	5.92	4.25	4.07	4.77	42.36	58.50	6.68	36.31	12.59
ENSG00000021776.9	13.27	5.66	16.30	11.33	9.45	3.45	9.60	7.96	8.71	3.76	2.94
ENSG00000021826.13	11.70	4.78	6.35	0.55	29.63	5.84	6.76	1.54	1.69	0.51	3.37
ENSG00000022267.15	3.65	1.49	70.42	44.10	4.82	338.13	20.63	0.72	6.74	1.32	82.71
ENSG00000022277.11	81.60	62.19	107.50	113.88	99.37	80.97	71.12	54.21	82.38	80.41	51.07
ENSG00000022556.14	0.00	0.00	0.00	12.59	18.51	1.70	0.00	0.08	0.04	1.08	0.00
ENSG00000022567.8	2.27	1.96	8.19	5.90	3.47	15.61	6.13	3.64	4.37	8.08	12.26
ENSG00000022840.14	37.54	86.55	46.24	84.04	97.40	43.03	69.79	55.06	82.09	106.75	112.90
ENSG00000022976.14	6.83	3.23	4.11	7.01	9.44	4.39	4.81	6.37	10.00	7.18	17.36
ENSG00000023041.10	25.18	13.40	20.29	11.78	17.72	6.96	17.68	11.86	15.86	5.70	4.86
ENSG00000023171.13	0.00	0.00	0.00	0.83	0.49	1.23	0.50	0.70	0.00	0.07	0.00
ENSG00000023191.15	172.00	133.40	86.45	57.16	60.21	557.02	184.10	177.98	175.03	159.90	333.21
ENSG00000023228.12	46.04	16.15	47.40	53.56	66.45	38.93	66.79	46.80	59.79	24.65	7.47
ENSG00000023287.11	4.95	7.18	12.22	12.56	10.23	8.01	8.31	4.70	5.65	8.78	38.41
ENSG00000023318.7	8.99	7.47	15.74	15.18	14.92	4.52	9.57	5.63	5.89	6.45	2.79
ENSG00000023330.13	29.44	13.11	60.84	47.73	24.85	44.68	20.51	51.87	61.55	36.01	37.67
ENSG00000023445.12	2.93	5.75	2.01	1.18	2.40	0.99	15.60	24.98	3.69	0.78	0.55
ENSG00000023516.8	3.45	3.45	5.11	12.37	10.65	3.42	4.27	1.77	6.34	0.90	1.24
ENSG00000023572.7	9.44	4.92	34.54	18.63	12.07	11.52	19.65	8.79	13.69	27.23	26.13
ENSG00000023608.4	2.81	3.18	5.63	7.57	14.31	6.50	3.28	4.35	39.54	2.83	8.44
ENSG00000023697.11	55.55	56.97	20.64	44.59	19.38	10.94	31.55	41.67	31.89	39.74	6.41
ENSG00000023734.9	139.07	62.14	92.56	138.30	136.45	64.56	100.51	107.23	89.24	92.95	53.09
ENSG00000023839.9	0.53	25.55	0.29	1.38	0.53	0.36	4.04	3.98	0.48	4.08	0.11
ENSG00000023892.10	9.97	19.52	0.05	16.42	3.60	3.62	12.82	5.03	19.03	27.65	12.11
ENSG00000023902.12	2.87	0.91	20.73	5.99	6.50	21.35	6.92	6.68	9.60	6.33	9.30
ENSG00000023909.8	24.48	15.19	20.03	190.74	39.02	15.56	12.98	18.81	35.81	1.14	4.91
ENSG00000024048.9	1.90	5.79	4.22	13.06	5.43	3.92	5.53	3.28	4.25	1.89	3.48
ENSG00000024422.10	122.24	106.48	87.04	24.38	53.37	302.44	96.23	87.85	32.04	112.52	130.27
ENSG00000024526.15	6.96	4.45	12.30	27.80	30.38	5.17	7.57	0.99	16.56	2.30	3.95
ENSG00000024862.15	3.49	9.12	3.92	12.04	10.58	3.68	7.02	3.81	5.91	4.07	2.47
ENSG00000025039.13	0.94	0.67	2.28	0.19	0.52	0.09	1.29	0.65	4.48	0.71	0.50
ENSG00000025156.11	4.41	3.15	17.39	24.89	10.21	6.21	6.75	3.81	14.06	1.36	1.89
ENSG00000025293.14	21.19	29.93	32.99	27.30	31.40	20.73	32.11	17.56	24.04	36.42	42.30
ENSG00000025423.10	1.25	2.69	0.39	4.05	0.80	1.26	0.59	0.40	2.09	0.44	3.80
ENSG00000025434.17	23.85	4.08	0.84	10.16	13.55	1.68	6.90	16.04	4.97	5.77	14.15
ENSG00000025708.11	0.89	0.62	0.83	2.35	7.39	2.29	21.92	123.07	0.05	28.77	10.30
ENSG00000025770.17	44.67	16.90	32.24	90.24	85.22	92.73	31.67	24.95	42.40	29.22	27.59
ENSG00000025772.7	48.37	28.38	59.59	83.16	54.56	43.55	47.09	49.18	126.85	48.20	51.60
ENSG00000025796.12	5.71	9.96	23.02	69.94	47.05	12.47	14.23	9.37	13.28	2.42	6.41
ENSG00000025800.12	19.42	17.86	22.60	23.09	37.29	18.66	21.21	17.23	20.67	18.01	28.24
ENSG00000026025.12	9.41	2.26	1486.74	1574.26	1463.04	4673.00	557.44	1693.35	1415.69	1120.18	10804.40
ENSG00000026036.19	7.97	1.41	8.07	1.74	1.82	8.80	3.29	8.09	9.09	3.33	4.93
ENSG00000026103.18	35.59	12.83	17.85	16.30	5.92	5.33	23.09	33.54	3.56	19.28	2.60
ENSG00000026297.14	5.11	11.65	10.49	6.66	4.18	7.29	15.60	14.01	22.41	14.41	7.54
ENSG00000026508.15	563.42	378.10	459.60	268.25	303.67	1493.33	438.78	559.78	257.10	342.99	683.91
ENSG00000026559.12	11.62	74.50	1.48	23.88	4.92	25.77	4.24	1.75	0.00	9.32	121.39
ENSG00000026652.12	1.11	2.11	2.99	1.94	2.54	1.98	2.61	5.62	3.55	5.77	9.77
ENSG00000026751.15	6.96	3.25	0.00	0.04	0.00	1.60	0.29	1.28	10.88	0.09	0.00
ENSG00000026950.15	0.75	3.83	1.15	10.11	6.33	1.79	2.42	2.91	2.37	0.47	3.80
ENSG00000027001.8	19.70	12.45	25.71	8.91	8.56	3.42	27.50	9.97	5.33	42.04	11.47
ENSG00000027075.12	4.81	9.26	1.39	0.85	2.51	0.71	8.88	3.62	1.38	7.49	3.61
ENSG00000027697.11	8.28	71.20	16.19	54.87	39.80	14.23	29.08	34.17	12.58	14.33	44.31
ENSG00000027847.12	29.50	31.58	23.17	14.13	14.72	33.61	30.22	38.34	22.94	24.87	74.67
ENSG00000027869.10	0.65	0.00	0.00	0.41	0.43	0.28	22.93	78.41	0.00	5.65	0.61
ENSG00000028116.15	14.80	12.22	2.50	16.28	10.72	11.69	9.77	14.71	13.32	5.85	5.12
ENSG00000028203.16	12.39	34.56	16.16	16.57	26.67	6.73	34.50	39.04	30.80	9.86	4.51
ENSG00000028277.19	0.30	0.09	0.20	0.25	0.09	0.63	0.46	1.10	0.49	0.00	0.40
ENSG00000028310.16	29.46	17.33	31.91	43.14	54.91	45.96	33.09	31.53	38.38	30.06	35.24
ENSG00000028528.13	52.30	43.53	38.18	48.27	26.68	36.80	29.19	42.56	49.58	49.65	61.26
ENSG00000028839.8	6.64	11.65	17.22	24.65	23.58	16.49	21.27	17.49	12.46	17.49	33.19
ENSG00000029153.13	17.44	4.39	6.69	6.89	7.55	4.62	10.90	34.22	10.79	5.10	3.70
ENSG00000029363.14	36.44	30.33	80.89	95.13	120.97	37.07	59.02	23.69	53.26	5.70	5.66
ENSG00000029364.10	23.62	32.30	18.56	45.03	34.07	27.48	28.30	24.49	23.07	28.91	24.96
ENSG00000029534.18	0.34	0.15	9.13	4.39	3.43	5.14	0.78	0.53	2.25	1.22	9.72
ENSG00000029639.9	4.53	3.03	10.42	12.24	8.44	5.34	16.16	13.13	5.58	10.72	11.83
ENSG00000029725.15	12.91	8.49	40.32	34.22	25.37	19.32	16.13	12.75	14.32	10.42	2.61
ENSG00000029993.13	71.28	67.42	86.01	146.48	111.75	10.87	103.65	37.91	87.18	7.46	5.38
ENSG00000030066.12	15.83	6.51	21.51	24.19	41.41	13.72	19.25	9.44	43.15	6.04	5.65
ENSG00000030110.11	24.06	23.59	31.28	13.45	37.79	35.57	37.00	38.26	26.42	77.20	39.23
ENSG00000030419.15	5.50	4.40	2.23	0.01	1.01	2.10	2.81	4.07	1.05	2.61	1.55
ENSG00000030582.15	255.57	884.61	223.28	82.53	82.11	162.87	208.02	445.66	229.99	274.50	210.65
ENSG00000031003.9	4.47	7.04	11.19	4.78	15.32	6.33	4.65	2.34	13.02	1.55	3.19
ENSG00000031081.9	1.54	0.99	6.15	0.76	12.78	8.08	2.16	5.92	7.04	0.51	2.03
ENSG00000031691.6	0.65	0.85	6.07	5.11	6.64	7.93	3.38	1.82	12.61	0.87	0.19
ENSG00000031698.11	119.83	134.27	133.34	100.16	231.57	85.30	100.71	94.75	171.38	127.68	379.73
ENSG00000031823.13	65.50	32.43	59.32	22.72	41.57	83.19	64.80	46.63	93.20	58.50	98.68
ENSG00000032219.17	1.62	2.84	2.71	16.98	7.79	1.01	3.59	1.34	2.12	1.67	7.75
ENSG00000032389.11	30.30	20.64	17.24	22.78	24.59	26.84	29.20	31.12	41.93	47.81	24.46
ENSG00000032444.14	30.26	37.87	16.45	19.58	13.65	72.52	47.99	45.36	29.20	38.99	112.28
ENSG00000032742.16	2.65	1.38	3.88	4.10	7.08	0.88	3.96	1.94	2.61	1.53	1.68
ENSG00000033011.10	67.74	21.30	32.78	21.08	33.83	58.26	30.08	40.99	40.17	41.02	32.54
ENSG00000033030.12	3.39	7.90	11.38	13.07	12.92	4.20	9.02	5.23	15.55	7.80	7.83
ENSG00000033050.6	56.60	25.67	56.03	140.04	83.79	85.62	67.76	58.46	58.06	110.31	137.83
ENSG00000033100.13	26.10	22.08	13.92	38.17	15.52	24.16	27.67	30.22	19.67	35.32	45.20
ENSG00000033122.17	0.05	0.04	5.42	0.02	0.17	0.10	0.00	0.00	0.04	0.00	0.00
ENSG00000033170.15	8.60	4.44	13.81	42.28	31.90	23.47	8.51	21.69	19.21	4.77	4.87
ENSG00000033178.11	24.00	12.49	18.11	16.96	46.13	12.76	21.25	22.88	23.57	7.23	15.10
ENSG00000033327.11	0.19	1.21	0.50	0.37	1.92	1.10	1.98	2.60	5.64	1.17	12.83
ENSG00000033627.13	21.94	40.58	19.42	26.68	26.89	27.35	19.62	31.28	28.86	25.18	60.52
ENSG00000033800.12	17.96	28.55	20.25	24.44	8.30	8.21	13.40	10.86	16.55	13.53	17.12
ENSG00000033867.15	7.74	6.29	14.21	17.22	17.15	11.15	7.00	4.49	10.73	1.15	2.64
ENSG00000034053.13	10.83	1.21	14.35	0.96	5.56	6.67	0.00	0.00	15.61	9.41	8.31
ENSG00000034152.17	57.46	46.63	68.14	18.60	37.44	98.34	44.39	80.79	55.03	46.74	60.40
ENSG00000034239.9	0.00	0.00	0.07	0.00	1.47	0.08	0.14	0.34	0.00	0.09	1.87
ENSG00000034510.5	3223.13	3550.58	2430.10	1988.26	1066.48	1549.32	3266.66	4164.45	2374.42	6443.76	3737.42
ENSG00000034533.10	3.32	1.39	6.61	6.16	5.88	3.49	1.74	1.93	2.01	2.24	1.82
ENSG00000034677.10	10.17	21.36	11.84	11.72	19.97	25.34	20.14	4.61	14.55	16.77	49.07
ENSG00000034693.13	9.73	14.87	15.28	17.27	20.75	8.03	10.12	8.49	9.47	3.52	4.60
ENSG00000034713.6	45.10	59.06	61.45	63.48	48.01	26.59	50.08	45.57	46.32	35.10	102.70
ENSG00000035115.20	28.29	38.43	8.04	4.37	4.74	2.18	33.27	14.66	1.46	40.57	8.82
ENSG00000035141.6	36.37	16.32	65.48	27.83	53.83	40.54	35.36	37.20	102.88	45.77	25.09
ENSG00000035403.15	38.08	25.37	123.51	51.62	97.65	256.64	37.96	35.43	83.43	51.91	83.44
ENSG00000035499.11	16.50	16.46	9.22	17.86	12.85	3.78	11.39	3.32	25.61	13.15	2.25
ENSG00000035664.10	0.59	11.72	1.65	3.11	1.58	3.35	1.86	3.04	2.24	4.12	0.58
ENSG00000035681.6	26.84	15.01	25.95	28.80	16.45	21.08	35.51	15.56	17.34	64.88	60.21
ENSG00000035687.9	16.95	24.02	17.32	28.62	35.18	13.13	63.70	18.33	26.46	23.37	8.25
ENSG00000035862.11	22.00	28.37	87.96	164.34	132.35	65.74	33.52	96.62	83.64	15.91	209.28
ENSG00000035928.13	25.80	13.82	26.26	50.63	66.49	18.50	18.30	15.25	20.10	6.84	3.56
ENSG00000036054.11	11.03	11.64	15.63	10.68	9.58	9.08	8.39	6.55	8.16	3.83	2.48
ENSG00000036257.11	30.87	10.65	30.92	74.38	72.80	23.25	25.86	18.07	35.27	9.06	7.72
ENSG00000036448.8	3.31	0.00	0.80	8.19	0.15	0.36	0.00	0.00	1.66	0.00	0.51
ENSG00000036549.11	12.47	10.87	22.48	14.17	23.02	13.32	10.26	11.77	24.26	9.45	22.88
ENSG00000036672.14	1.59	4.69	2.18	4.89	1.67	0.57	0.03	0.10	0.86	0.68	0.69
ENSG00000037042.8	41.09	13.91	14.99	10.68	23.99	15.20	13.91	30.68	8.82	18.01	20.00
ENSG00000037241.6	93.45	75.31	103.58	114.53	110.20	107.42	104.59	86.68	128.45	121.95	171.38
ENSG00000037280.14	0.03	0.02	1.52	0.03	2.06	0.02	0.00	0.00	0.04	0.09	1.03
ENSG00000037474.13	63.42	29.00	64.12	82.81	120.59	71.54	63.53	51.46	75.60	61.88	25.20
ENSG00000037637.9	13.04	16.22	10.81	8.33	11.08	11.68	9.92	1.92	10.16	8.39	21.09
ENSG00000037749.10	12.77	15.26	16.60	12.91	14.38	14.74	20.47	8.48	13.97	1.23	2.98
ENSG00000037757.12	29.34	21.10	23.52	22.95	15.04	29.73	20.36	40.34	15.40	11.99	37.78
ENSG00000037897.15	48.15	9.04	39.75	23.98	51.72	29.88	36.14	36.72	38.19	34.92	33.16
ENSG00000037965.5	5.16	1.34	11.50	1.16	6.84	3.33	7.49	5.24	0.60	6.05	11.68
ENSG00000038002.7	6.16	12.00	12.18	9.74	14.44	7.44	6.37	7.06	19.79	3.89	28.03
ENSG00000038210.12	3.81	5.44	3.87	11.04	5.46	2.88	8.99	3.57	7.83	2.40	1.37
ENSG00000038219.11	6.64	8.44	3.80	19.07	11.20	9.10	6.07	5.39	9.33	4.62	4.55
ENSG00000038274.15	25.00	52.57	30.59	37.38	15.76	24.14	50.02	21.92	36.59	30.05	18.25
ENSG00000038295.6	4.00	3.74	9.64	1.11	1.63	0.06	2.59	0.25	0.02	1.60	0.32
ENSG00000038358.13	46.20	22.49	58.50	41.60	57.28	45.73	30.02	28.97	57.76	23.87	83.13
ENSG00000038382.16	29.75	14.19	46.70	39.24	57.95	96.10	23.95	26.24	35.79	21.17	59.03
ENSG00000038427.14	0.04	4.60	0.84	18.65	103.13	133.95	12.90	58.82	0.24	43.88	13.02
ENSG00000038532.13	10.37	9.12	2.72	19.79	9.28	8.42	7.02	12.11	8.21	11.86	18.59
ENSG00000038945.13	0.00	0.00	1.11	0.32	0.05	0.28	0.00	0.00	0.04	0.00	0.00
ENSG00000039068.17	59.54	143.23	0.01	0.57	1.27	1.37	41.09	58.05	0.00	87.41	2.39
ENSG00000039123.14	27.55	10.74	48.17	47.23	75.14	25.53	24.14	11.59	20.10	21.96	13.73
ENSG00000039139.9	0.29	0.22	1.31	0.49	1.31	0.85	0.15	0.55	2.09	0.20	0.24
ENSG00000039319.15	5.95	3.57	7.77	9.69	9.18	2.41	4.75	1.47	6.27	1.40	0.79
ENSG00000039523.16	42.27	6.65	34.46	20.25	43.45	41.59	30.18	49.28	58.55	26.77	39.47
ENSG00000039560.12	27.36	7.58	38.23	30.34	33.01	33.03	24.56	26.34	49.30	38.99	8.39
ENSG00000039650.8	44.08	19.28	27.00	10.92	36.59	56.36	48.76	35.51	39.64	35.93	33.57
ENSG00000039987.5	0.00	0.24	0.00	0.14	0.00	0.00	1.47	0.00	0.00	0.89	0.00
ENSG00000040199.17	3.95	1.48	5.35	2.59	8.84	2.72	3.66	2.54	6.58	1.39	3.75
ENSG00000040275.15	26.97	8.74	51.93	47.83	95.47	49.16	16.02	18.57	74.08	18.86	86.42
ENSG00000040341.16	13.25	11.56	12.87	12.44	37.89	15.29	12.55	7.12	10.36	5.05	3.05
ENSG00000040487.11	16.83	11.99	15.69	7.09	6.13	28.57	15.16	8.84	16.49	11.44	45.47
ENSG00000040531.13	7.80	3.35	16.32	6.85	2.98	16.35	6.88	11.26	10.52	13.18	16.35
ENSG00000040608.12	17.06	3.71	2.22	2.00	0.64	0.85	7.11	2.59	3.00	6.13	6.10
ENSG00000040633.11	27.72	23.49	64.50	20.68	22.68	40.57	25.43	38.67	38.23	60.46	52.02
ENSG00000040731.9	0.58	2.55	0.00	0.00	0.06	0.19	0.19	0.06	0.10	0.13	0.00
ENSG00000040933.14	6.56	5.62	5.78	12.38	9.43	6.43	6.37	6.03	5.38	8.29	18.91
ENSG00000041353.8	7.04	9.65	6.24	0.71	2.12	0.69	5.80	30.01	0.64	0.53	1.28
ENSG00000041357.14	171.95	96.20	214.45	166.26	238.79	61.81	160.99	136.26	205.69	19.92	22.04
ENSG00000041515.14	0.03	0.15	0.02	0.02	0.00	1.61	0.03	0.19	0.03	0.03	0.00
ENSG00000041802.9	24.59	12.28	20.60	10.47	46.47	43.49	18.69	19.54	15.67	34.45	9.48
ENSG00000041880.13	20.41	14.19	13.45	15.69	8.18	16.54	13.63	18.91	17.46	8.73	47.34
ENSG00000041982.13	41.43	2.73	122.95	226.09	171.99	85.08	3.39	25.21	18.57	48.98	188.38
ENSG00000041988.14	8.03	8.50	13.49	6.05	6.15	13.69	7.44	6.90	14.92	14.03	47.73
ENSG00000042062.10	0.00	0.00	0.00	1.03	0.10	0.68	0.03	0.00	1.17	0.00	0.46
ENSG00000042088.12	12.19	13.63	13.92	34.87	19.13	11.72	19.45	17.90	29.83	29.75	11.95
